name,position,teamname,rawbirthdate,gp,shots,goals,assist1,assist2,points,goals.pp,assist1.pp,assist2.pp,points.pp,goals.ev,assist1.ev,assist2.ev,points.ev,gfev,gaev,gfpp,season.name,ga,gf,team.shots.for,team.shots.against,team.goals,team.assist1,team.assist2,team.points,team.GA,team.GA.EV,team.goals.pp,team.assist1.pp,team.assist2.pp,team.points.pp,team.goals.ev,team.assist1.ev,team.assist2.ev,team.points.ev,pos.clean,BD.Mod,birth.year,draft.end,draft.year,draft.season,draft.eligible
"Morand, Antoine",C,"Acadie-Bathurst, Titan",1999-02-18,66,188,26,32,18,76,5,12,8,25,17,19,10,46,61,44,43,2017-18 | Regular Season,57,110,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1999-02-18,1999,1999-09-15,2017,2018,N
"Gravel, Jérôme",D,"Victoriaville, Tigres",1999-08-27,64,65,7,8,9,24,1,0,0,1,6,8,6,20,52,36,1,2017-18 | Regular Season,56,62,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,D,1999-08-27,1999,1999-09-15,2017,2018,N
"Ryczek, Jake",D,"Halifax, Mooseheads",1998-03-19,33,75,7,10,10,27,2,1,3,6,5,9,7,21,44,29,11,2017-18 | Regular Season,34,57,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,D,1998-03-19,1998,1998-09-15,2016,2018,N
"LeCouffe, Marc-André",C,"Acadie-Bathurst, Titan",1999-06-15,40,27,3,2,3,8,1,0,0,1,2,2,3,7,10,10,1,2017-18 | Regular Season,10,11,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1999-06-15,1999,1999-09-15,2017,2018,N
"Aucoin, Yan",D,"Baie-Comeau, Drakkar",1999-08-01,62,77,3,7,7,17,0,1,2,3,3,4,5,12,49,57,5,2017-18 | Regular Season,98,59,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,D,1999-08-01,1999,1999-09-15,2017,2018,N
"Capannelli, Adam",C,"Moncton, Wildcats",1999-05-17,42,54,3,10,10,23,1,3,3,7,2,5,7,14,19,35,15,2017-18 | Regular Season,53,36,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,F,1999-05-17,1999,1999-09-15,2017,2018,N
"Benoit, Christopher",C,"Baie-Comeau, Drakkar",1999-05-31,68,83,7,5,4,16,0,0,0,0,6,4,4,14,20,45,1,2017-18 | Regular Season,82,22,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1999-05-31,1999,1999-09-15,2017,2018,N
"Girard, Antoine",LW,"Baie-Comeau, Drakkar",1998-09-22,50,79,4,6,5,15,0,0,0,0,4,5,5,14,22,32,2,2017-18 | Regular Season,49,25,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1998-09-22,1998,1998-09-15,2017,2018,N
"Tardif, Louis Jr",D,"Baie-Comeau, Drakkar",1999-02-11,68,27,1,0,3,4,0,0,0,0,1,0,3,4,38,43,0,2017-18 | Regular Season,75,41,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,D,1999-02-11,1999,1999-09-15,2017,2018,N
"Martel, Jordan",LW,"Baie-Comeau, Drakkar",1998-02-24,66,228,39,24,14,77,13,10,6,29,26,14,8,48,62,43,45,2017-18 | Regular Season,63,107,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1998-02-24,1998,1998-09-15,2016,2018,N
"Gallo-Demetris, Isaiah",C,"Baie-Comeau, Drakkar",1999-03-09,50,46,8,6,2,16,2,0,0,2,6,6,2,14,19,24,2,2017-18 | Regular Season,27,21,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1999-03-09,1999,1999-09-15,2017,2018,N
"Crête-Belzile, Antoine",D,"Blainville-Boisbriand, Armada",1999-08-19,51,42,3,3,4,10,1,1,0,2,2,2,3,7,45,22,5,2017-18 | Regular Season,43,54,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,D,1999-08-19,1999,1999-09-15,2017,2018,N
"Teasdale, Joël",LW,"Blainville-Boisbriand, Armada",1999-03-11,65,198,32,22,11,65,12,13,4,29,17,6,7,30,50,30,57,2017-18 | Regular Season,62,116,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1999-03-11,1999,1999-09-15,2017,2018,N
"Poulin, Anthony",C,"Blainville-Boisbriand, Armada",1999-08-26,40,40,8,6,5,19,2,2,2,6,6,4,3,13,28,15,12,2017-18 | Regular Season,24,44,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1999-08-26,1999,1999-09-15,2017,2018,N
"Boucher, Anthony",C,"Saint John, Sea Dogs",1998-06-25,68,142,16,11,11,38,3,6,4,13,11,4,7,22,37,62,21,2017-18 | Regular Season,102,62,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,F,1998-06-25,1998,1998-09-15,2016,2018,N
"Miller, Shaun",RW,"Blainville-Boisbriand, Armada",1999-06-04,47,87,6,13,8,27,1,2,2,5,4,10,6,20,28,28,6,2017-18 | Regular Season,33,37,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1999-06-04,1999,1999-09-15,2017,2018,N
"Ethier, Thomas",LW,"Blainville-Boisbriand, Armada",1999-10-12,65,127,15,9,9,33,6,0,1,7,6,8,8,22,44,27,13,2017-18 | Regular Season,40,63,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1999-10-12,1999,1999-09-15,2018,2018,Y
"Kemp, Michael",D,"Blainville-Boisbriand, Armada",1998-03-03,46,48,7,4,0,11,0,0,0,0,7,4,0,11,35,31,1,2017-18 | Regular Season,44,43,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,D,1998-03-03,1998,1998-09-15,2016,2018,N
"Anglehart, Rémy",C,"Blainville-Boisbriand, Armada",1999-06-19,58,80,18,9,5,32,2,1,0,3,13,7,5,25,36,22,5,2017-18 | Regular Season,29,47,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1999-06-19,1999,1999-09-15,2017,2018,N
"Hoyt, Peyton",RW,"Cape Breton, Screaming Eagles",1999-02-18,52,103,18,5,1,24,1,0,0,1,15,4,1,20,26,22,1,2017-18 | Regular Season,33,35,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,F,1999-02-18,1999,1999-09-15,2017,2018,N
"Roy, Sacha",D,"Cape Breton, Screaming Eagles",1999-04-05,55,53,3,2,5,10,0,0,0,0,2,2,4,8,29,43,2,2017-18 | Regular Season,59,37,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,D,1999-04-05,1999,1999-09-15,2017,2018,N
"Sansfaçon, Alexis",D,"Blainville-Boisbriand, Armada",1999-03-09,60,52,0,4,6,10,0,0,0,0,0,4,5,9,36,39,0,2017-18 | Regular Season,52,41,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,D,1999-03-09,1999,1999-09-15,2017,2018,N
"Batherson, Drake",RW,"Blainville-Boisbriand, Armada",1998-04-27,51,166,29,30,18,77,12,8,10,30,13,20,8,41,55,42,43,2017-18 | Regular Season,62,105,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1998-04-27,1998,1998-09-15,2016,2018,N
"Boudrias, Shawn",RW,"Gatineau, Olympiques",1999-09-14,60,195,28,17,15,60,12,7,7,26,15,10,6,31,43,36,45,2017-18 | Regular Season,54,92,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1999-09-14,1999,1999-09-15,2017,2018,N
"Joseph, Pierre-Olivier",D,"Charlottetown, Islanders",1999-07-01,63,150,13,20,13,46,5,11,5,21,8,9,7,24,51,53,28,2017-18 | Regular Season,92,90,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,D,1999-07-01,1999,1999-09-15,2017,2018,N
"Grouchy, Matthew",RW,"Charlottetown, Islanders",1999-11-19,63,96,17,10,7,34,5,3,4,12,11,6,3,20,34,31,18,2017-18 | Regular Season,48,56,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,1999-11-19,1999,1999-09-15,2018,2018,Y
"Groleau, Jérémy",D,"Chicoutimi, Saguenéens",1999-10-25,63,96,4,6,5,15,0,0,1,1,4,6,3,13,42,48,5,2017-18 | Regular Season,97,54,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,D,1999-10-25,1999,1999-09-15,2018,2018,Y
"MacIsaac, Keenan",D,"Acadie-Bathurst, Titan",1999-04-01,68,109,3,13,14,30,2,6,4,12,1,7,9,17,56,50,22,2017-18 | Regular Season,59,80,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,D,1999-04-01,1999,1999-09-15,2017,2018,N
"Guay, Nicolas",C,"Drummondville, Voltigeurs",1999-06-18,68,227,29,22,4,55,8,5,2,15,19,17,2,38,51,50,32,2017-18 | Regular Season,82,85,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,1999-06-18,1999,1999-09-15,2017,2018,N
"Noël, David",D,"Val-d'Or, Foreurs",1999-04-10,68,191,14,15,17,46,6,6,5,17,8,7,11,26,51,94,30,2017-18 | Regular Season,153,91,1734,1734,170,161,132,463,233,154,41,41,37,119,115,110,85,310,D,1999-04-10,1999,1999-09-15,2017,2018,N
"Lavigne, Zachary",LW,"Chicoutimi, Saguenéens",1998-11-10,44,91,12,9,8,29,2,3,2,7,10,4,6,20,32,25,18,2017-18 | Regular Season,55,56,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1998-11-10,1998,1998-09-15,2017,2018,N
"Desgroseilliers, Nicolas",LW,"Drummondville, Voltigeurs",1998-05-26,22,32,4,1,0,5,1,0,0,1,3,1,0,4,10,12,1,2017-18 | Regular Season,15,11,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,1998-05-26,1998,1998-09-15,2016,2018,N
"Tremblay-Lapalme, Vincent",C,"Chicoutimi, Saguenéens",1999-03-15,64,115,9,10,4,23,4,0,0,4,4,10,4,18,29,37,10,2017-18 | Regular Season,70,40,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1999-03-15,1999,1999-09-15,2017,2018,N
"Gagné, Marc-Antoine",C,"Chicoutimi, Saguenéens",1999-01-21,15,11,1,1,0,2,1,0,0,1,0,1,0,1,3,4,1,2017-18 | Regular Season,5,4,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1999-01-21,1999,1999-09-15,2017,2018,N
"Gaboury-Potvin, Alexis",RW,"Chicoutimi, Saguenéens",1999-03-10,28,23,2,1,3,6,0,0,1,1,2,1,2,5,7,9,1,2017-18 | Regular Season,10,8,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1999-03-10,1999,1999-09-15,2017,2018,N
"Poirier, William",RW,"Saint John, Sea Dogs",1999-11-13,65,107,9,5,6,20,1,1,0,2,6,3,5,14,32,62,7,2017-18 | Regular Season,93,44,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,F,1999-11-13,1999,1999-09-15,2018,2018,Y
"Beaudin, Nicolas",D,"Drummondville, Voltigeurs",1999-10-07,68,151,12,20,37,69,5,9,19,33,6,9,18,33,80,55,43,2017-18 | Regular Season,76,134,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,D,1999-10-07,1999,1999-09-15,2018,2018,Y
"Gaumond, Samuel",C,"Rimouski, Océanic",1999-02-01,11,9,0,0,1,1,0,0,0,0,0,0,1,1,1,2,0,2017-18 | Regular Season,6,1,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,F,1999-02-01,1999,1999-09-15,2017,2018,N
"Côté, Jérémy",LW,"Victoriaville, Tigres",1999-05-03,52,28,2,6,3,11,0,0,0,0,2,6,3,11,13,16,0,2017-18 | Regular Season,16,13,1734,1734,267,258,216,741,234,154,70,69,65,204,178,174,140,492,F,1999-05-03,1999,1999-09-15,2017,2018,N
"Gagnon, Anthony",RW,"Gatineau, Olympiques",1999-02-22,67,133,10,5,8,23,1,0,3,4,7,5,5,17,33,33,9,2017-18 | Regular Season,42,44,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1999-02-22,1999,1999-09-15,2017,2018,N
"Joly, D'Artagnan",C,"Baie-Comeau, Drakkar",1999-04-07,55,148,23,33,12,68,7,8,6,21,14,23,6,43,53,43,36,2017-18 | Regular Season,61,93,1734,1734,219,205,166,590,234,156,61,60,56,177,146,136,107,389,F,1999-04-07,1999,1999-09-15,2017,2018,N
"Durocher, Jeffrey",LW,"Gatineau, Olympiques",1999-01-13,63,88,13,5,18,36,4,0,8,12,6,4,9,19,29,34,24,2017-18 | Regular Season,55,60,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1999-01-13,1999,1999-09-15,2017,2018,N
"Paradis, Joakim",D,"Baie-Comeau, Drakkar",1999-07-27,43,30,3,2,5,10,0,1,0,1,3,1,5,9,22,24,2,2017-18 | Regular Season,26,24,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,D,1999-07-27,1999,1999-09-15,2017,2018,N
"Basque, William",C,"Gatineau, Olympiques",1999-04-10,33,26,2,3,1,6,0,0,0,0,1,3,1,5,7,16,0,2017-18 | Regular Season,24,11,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1999-04-10,1999,1999-09-15,2017,2018,N
"Milot-Ouellet, Vincent",RW,"Chicoutimi, Saguenéens",1998-11-06,68,90,6,6,6,18,1,1,0,2,5,4,5,14,26,44,5,2017-18 | Regular Season,61,34,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1998-11-06,1998,1998-09-15,2017,2018,N
"Lacombe, Pier-Olivier",D,"Gatineau, Olympiques",1999-07-24,65,142,11,15,8,34,5,10,3,18,6,4,5,15,25,26,35,2017-18 | Regular Season,47,63,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,D,1999-07-24,1999,1999-09-15,2017,2018,N
"Durandeau, Arnaud",LW,"Halifax, Mooseheads",1999-01-14,67,164,20,21,12,53,3,2,2,7,14,19,10,43,63,62,19,2017-18 | Regular Season,68,85,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,1999-01-14,1999,1999-09-15,2017,2018,N
"Flower, Walter",D,"Halifax, Mooseheads",1999-05-07,43,21,3,4,7,14,0,0,0,0,3,4,5,12,35,30,0,2017-18 | Regular Season,47,38,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,D,1999-05-07,1999,1999-09-15,2017,2018,N
"Lepage, Jordan",D,"Halifax, Mooseheads",1999-05-07,47,52,2,7,1,10,0,0,0,0,2,7,1,10,38,26,1,2017-18 | Regular Season,43,42,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,D,1999-05-07,1999,1999-09-15,2017,2018,N
"Charlebois, Mathieu",D,"Gatineau, Olympiques",1999-02-14,61,45,0,2,2,4,0,0,0,0,0,2,2,4,30,27,1,2017-18 | Regular Season,41,37,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,D,1999-02-14,1999,1999-09-15,2017,2018,N
"Bishop, Joel",LW,"Halifax, Mooseheads",1999-05-07,53,69,6,6,5,17,1,0,0,1,5,6,5,16,26,27,4,2017-18 | Regular Season,31,31,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,1999-05-07,1999,1999-09-15,2017,2018,N
"Higgins, Ben",C,"Halifax, Mooseheads",1999-02-04,65,58,4,6,2,12,1,0,0,1,3,5,2,10,19,16,1,2017-18 | Regular Season,26,21,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,F,1999-02-04,1999,1999-09-15,2017,2018,N
"Jones, Cooper",D,"Halifax, Mooseheads",1998-06-09,53,20,1,1,2,4,0,0,0,0,1,1,2,4,28,33,0,2017-18 | Regular Season,39,31,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,D,1998-06-09,1998,1998-09-15,2016,2018,N
"Cyr, Mika",C,"Moncton, Wildcats",1999-07-14,44,128,21,10,9,40,4,5,2,11,15,4,7,26,35,28,20,2017-18 | Regular Season,36,58,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,F,1999-07-14,1999,1999-09-15,2017,2018,N
"Crossman, Ethan",LW,"Acadie-Bathurst, Titan",1999-03-13,66,162,21,15,8,44,6,3,5,14,15,12,3,30,47,27,23,2017-18 | Regular Season,27,70,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1999-03-13,1999,1999-09-15,2017,2018,N
"Aspirot, Jonathan",D,"Moncton, Wildcats",1999-05-16,67,90,7,9,10,26,1,0,1,2,6,6,7,19,62,65,10,2017-18 | Regular Season,102,86,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,D,1999-05-16,1999,1999-09-15,2017,2018,N
"McKenna, Jeremy",RW,"Moncton, Wildcats",1999-04-20,68,313,36,21,20,77,10,8,5,23,23,13,15,51,64,54,37,2017-18 | Regular Season,82,104,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,F,1999-04-20,1999,1999-09-15,2017,2018,N
"MacArthur, Brodie",C,"Moncton, Wildcats",1999-04-23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-18 | Regular Season,0,0,1734,1734,233,219,173,625,235,159,66,64,58,188,144,137,109,390,F,1999-04-23,1999,1999-09-15,2017,2018,N
"Gentile, Derek",RW,"Charlottetown, Islanders",1999-04-09,67,195,23,23,15,61,7,7,4,18,15,14,11,40,55,53,27,2017-18 | Regular Season,66,87,1734,1734,205,189,145,539,206,135,45,44,43,132,141,131,93,365,F,1999-04-09,1999,1999-09-15,2017,2018,N
"Robidoux, Mikael",RW,"Québec, Remparts",1999-04-17,41,38,7,5,4,16,0,0,0,0,6,5,4,15,20,8,0,2017-18 | Regular Season,16,22,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,1999-04-17,1999,1999-09-15,2017,2018,N
"Huntley, Christian",D,"Québec, Remparts",1999-03-02,61,107,9,13,16,38,3,8,6,17,5,5,10,20,36,38,28,2017-18 | Regular Season,52,69,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,D,1999-03-02,1999,1999-09-15,2017,2018,N
"Verrette, Etienne",D,"Québec, Remparts",1998-12-21,56,50,1,9,9,19,0,1,1,2,1,8,8,17,44,32,3,2017-18 | Regular Season,47,52,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,D,1998-12-21,1998,1998-09-15,2017,2018,N
"Voyer, Alex-Olivier",RW,"Rimouski, Océanic",1999-04-10,55,131,12,9,11,32,3,1,4,8,9,8,7,24,38,26,14,2017-18 | Regular Season,37,53,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,F,1999-04-10,1999,1999-09-15,2017,2018,N
"MacKinnon, Carson",LW,"Rimouski, Océanic",1999-08-02,65,131,13,11,11,35,0,1,2,3,9,7,9,25,33,24,8,2017-18 | Regular Season,46,48,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,F,1999-08-02,1999,1999-09-15,2017,2018,N
"D'Astous, Charle-Edouard",D,"Rimouski, Océanic",1998-04-21,59,212,18,16,22,56,6,7,3,16,9,9,16,34,72,44,27,2017-18 | Regular Season,77,111,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,D,1998-04-21,1998,1998-09-15,2016,2018,N
"Girard, Alexis",D,"Saint John, Sea Dogs",1999-12-22,62,89,6,8,11,25,2,1,3,6,3,6,8,17,44,60,11,2017-18 | Regular Season,70,58,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,D,1999-12-22,1999,1999-09-15,2018,2018,Y
"Trépanier, Maxim",LW,"Gatineau, Olympiques",1999-05-15,52,114,13,16,4,33,4,3,1,8,9,12,3,24,34,32,13,2017-18 | Regular Season,39,48,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,F,1999-05-15,1999,1999-09-15,2017,2018,N
"Cormier, Dominic",LW,"Rimouski, Océanic",1999-07-27,10,5,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,2017-18 | Regular Season,1,1,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,F,1999-07-27,1999,1999-09-15,2017,2018,N
"Forest, Wilson",D,"Rimouski, Océanic",1998-03-11,67,103,4,14,3,21,3,5,1,9,1,9,2,12,52,40,15,2017-18 | Regular Season,61,74,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,D,1998-03-11,1998,1998-09-15,2016,2018,N
"Côté, Louis-Filip",LW,"Québec, Remparts",1999-05-02,68,130,11,10,4,25,0,0,1,1,10,10,2,22,34,24,5,2017-18 | Regular Season,33,42,1734,1734,225,208,164,597,190,124,66,65,61,192,142,132,96,370,F,1999-05-02,1999,1999-09-15,2017,2018,N
"Bibeau, Félix",C,"Rouyn-Noranda, Huskies",1999-03-31,61,206,22,21,19,62,10,10,9,29,10,9,9,28,42,20,43,2017-18 | Regular Season,36,94,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1999-03-31,1999,1999-09-15,2017,2018,N
"Després, Hugo",C,"Rouyn-Noranda, Huskies",1999-07-18,35,49,5,7,5,17,2,1,1,4,3,4,4,11,18,21,6,2017-18 | Regular Season,30,28,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1999-07-18,1999,1999-09-15,2017,2018,N
"Cyr, William",D,"Rouyn-Noranda, Huskies",1999-05-06,65,105,14,14,18,46,8,8,12,28,6,6,6,18,46,30,48,2017-18 | Regular Season,38,97,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,D,1999-05-06,1999,1999-09-15,2017,2018,N
"Harvey-Pinard, Rafaël",LW,"Rouyn-Noranda, Huskies",1999-01-06,67,178,26,38,12,76,9,15,6,30,13,19,6,38,55,24,47,2017-18 | Regular Season,40,113,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1999-01-06,1999,1999-09-15,2017,2018,N
"Naud, Samuel",RW,"Rouyn-Noranda, Huskies",1999-10-16,60,106,3,3,5,11,0,0,2,2,3,3,3,9,22,26,4,2017-18 | Regular Season,33,27,1734,1734,237,213,174,624,212,135,70,68,65,203,141,127,98,366,F,1999-10-16,1999,1999-09-15,2018,2018,Y
"Diotte, Jérémy",D,"Chicoutimi, Saguenéens",1999-06-07,66,103,2,13,15,30,1,3,8,12,1,10,7,18,48,38,28,2017-18 | Regular Season,50,77,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,D,1999-06-07,1999,1999-09-15,2017,2018,N
"Veleno, Joe",C,"Drummondville, Voltigeurs",2000-01-13,64,201,22,32,25,79,5,17,14,36,12,14,10,36,45,43,50,2017-18 | Regular Season,69,103,1734,1734,274,253,203,730,247,166,62,61,58,181,192,180,139,511,F,2000-01-13,2000,2000-09-15,2018,2018,Y
"Paré, Cédric",C,"Saint John, Sea Dogs",1999-01-24,60,130,13,14,10,37,6,5,4,15,7,9,6,22,42,47,27,2017-18 | Regular Season,74,70,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,F,1999-01-24,1999,1999-09-15,2017,2018,N
"Martineau, Vincent",D,"Rimouski, Océanic",1999-05-02,10,11,0,0,2,2,0,0,0,0,0,0,2,2,6,3,0,2017-18 | Regular Season,6,6,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,D,1999-05-02,1999,1999-09-15,2017,2018,N
"Reid, Ben",RW,"Saint John, Sea Dogs",1999-06-04,35,41,6,4,1,11,1,0,0,1,5,4,1,10,15,25,2,2017-18 | Regular Season,31,17,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,F,1999-06-04,1999,1999-09-15,2017,2018,N
"Smallwood, Ian",D,"Cape Breton, Screaming Eagles",1999-01-22,36,24,2,2,6,10,0,0,2,2,2,2,4,8,20,16,2,2017-18 | Regular Season,17,24,1734,1734,233,215,175,623,248,166,68,68,64,200,143,133,103,379,D,1999-01-22,1999,1999-09-15,2017,2018,N
"Lafrenière, Alexandre",RW,"Saint John, Sea Dogs",1999-05-20,14,18,1,1,1,3,0,0,0,0,1,1,1,3,4,7,1,2017-18 | Regular Season,12,5,1734,1734,179,163,125,467,245,171,46,45,40,131,124,111,81,316,F,1999-05-20,1999,1999-09-15,2017,2018,N
"Leblanc, Samuel",RW,"Blainville-Boisbriand, Armada",1999-06-18,41,42,3,2,0,5,1,0,0,1,2,2,0,4,11,21,1,2017-18 | Regular Season,22,12,1734,1734,273,251,195,719,232,150,75,75,70,220,170,158,119,447,F,1999-06-18,1999,1999-09-15,2017,2018,N
"Chainey, Jocktan",D,"Halifax, Mooseheads",1999-09-08,66,111,7,15,18,40,2,6,7,15,5,7,11,23,76,61,24,2017-18 | Regular Season,87,112,1734,1734,268,253,190,711,269,185,56,54,49,159,189,181,134,504,D,1999-09-08,1999,1999-09-15,2017,2018,N
"Cardinal, Tommy",RW,"Shawinigan, Cataractes",1999-01-14,63,52,3,1,2,6,0,0,0,0,3,1,2,6,12,53,0,2017-18 | Regular Season,58,12,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1999-01-14,1999,1999-09-15,2017,2018,N
"Fortin, Jérémy",C,"Chicoutimi, Saguenéens",1999-07-09,62,55,4,6,3,13,0,1,0,1,4,5,3,12,20,31,1,2017-18 | Regular Season,58,22,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,F,1999-07-09,1999,1999-09-15,2017,2018,N
"Benoit, Simon",D,"Shawinigan, Cataractes",1998-09-19,63,114,5,13,10,28,3,3,5,11,2,9,5,16,42,74,17,2017-18 | Regular Season,125,65,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,D,1998-09-19,1998,1998-09-15,2017,2018,N
"Senez, Vincent",RW,"Shawinigan, Cataractes",1998-09-11,48,123,10,11,8,29,3,3,1,7,6,8,7,21,29,39,13,2017-18 | Regular Season,44,44,1734,1734,182,170,134,486,219,147,46,44,40,130,128,122,93,343,F,1998-09-11,1998,1998-09-15,2016,2018,N
"Pouliot, Xavier",D,"Chicoutimi, Saguenéens",1998-12-22,52,42,0,4,2,6,0,2,0,2,0,2,2,4,26,38,5,2017-18 | Regular Season,43,31,1734,1734,197,183,144,524,199,127,54,54,50,158,132,123,92,347,D,1998-12-22,1998,1998-09-15,2017,2018,N
"Imbeault, Jason",RW,"Rimouski, Océanic",1999-01-22,21,26,4,1,3,8,0,1,1,2,4,0,2,6,10,6,2,2017-18 | Regular Season,6,12,1734,1734,229,216,179,624,208,144,50,50,50,150,162,150,122,434,F,1999-01-22,1999,1999-09-15,2017,2018,N
"Roy, Nicolas",C,"Sherbrooke, Phoenix",1999-05-19,58,74,2,3,4,9,0,0,1,1,2,3,2,7,18,17,1,2017-18 | Regular Season,36,22,1734,1734,228,209,165,602,219,154,58,56,54,168,156,146,109,411,F,1999-05-19,1999,1999-09-15,2017,2018,N
"Lampron, Vincent",D,"Gatineau, Olympiques",1998-12-09,57,53,3,3,3,9,0,0,0,0,3,3,3,9,31,46,0,2017-18 | Regular Season,64,38,1734,1734,212,192,151,555,235,140,63,62,59,184,126,113,85,324,D,1998-12-09,1998,1998-09-15,2017,2018,N
"Rafuse, Cole",RW,"Acadie-Bathurst, Titan",1999-01-05,66,48,8,2,3,13,0,0,0,0,7,2,3,12,25,29,1,2017-18 | Regular Season,37,28,1734,1734,269,253,208,730,236,159,73,72,68,213,176,169,135,480,F,1999-01-05,1999,1999-09-15,2017,2018,N
